779,307
781,307
783,307
785,307
787,307
789,307
791,307
793,307
795,307
797,308
799,308
801,308
803,308
805,308
807,308
809,308
811,308
813,308
815,309
818,309
820,309
822,309
824,309
826,309
828,310
830,310
832,310
834,310
836,311
838,311
840,311
842,311
844,312
846,312
848,312
850,313
852,313
854,314
856,314
858,315
860,315
862,315
864,316
866,316
868,317
870,318
872,318
874,319
876,319
878,320
880,320
882,321
884,322
886,322
888,323
890,323
892,324
894,325
896,326
898,326
900,327
902,328
904,329
907,329
909,330
911,331
913,331
-1,-1
870,323
872,324
873,326
874,328
875,330
876,332
877,334
878,336
878,338
879,340
880,342
880,344
881,346
881,348
882,350
882,352
883,354
883,356
883,358
883,360
883,362
882,364
880,363
879,361
878,359
877,357
877,355
877,353
878,351
879,349
879,347
878,345
877,343
875,341
873,339
871,337
869,335
867,334
865,333
863,332
861,330
859,329
857,329
855,328
853,327
851,327
849,327
847,326
845,325
843,325
841,325
839,325
837,324
835,324
833,324
831,324
829,324
827,323
825,323
823,323
821,323
819,323
816,323
814,323
812,323
810,323
808,322
806,322
804,322
802,322
800,322
798,322
796,322
794,322
792,322
790,322
788,322
786,322
784,322
782,322
780,322
778,322
776,322
774,322
772,322
770,322
768,322
766,322
764,322
762,322
760,322
758,322
756,322
754,322
752,322
750,323
748,323
746,323
744,323
742,323
740,323
738,323
736,323
734,323
732,323
730,323
728,323
726,323
724,323
722,324
720,324
718,324
716,324
714,324
712,324
710,325
708,325
706,325
704,325
702,325
700,326
698,326
696,326
694,326
692,327
690,327
688,327
686,327
684,327
682,328
680,328
678,328
676,328
674,329
672,329
670,329
668,329
666,330
664,330
662,330
660,331
658,331
656,331
654,331
652,332
650,332
648,333
646,333
644,334
642,334
640,335
638,336
636,337
634,337
632,338
630,339
628,340
626,341
624,343
622,345
620,346
618,347
616,348
614,349
612,351
610,353
608,354
606,355
604,356
602,358
600,360
598,362
596,364
593,366
591,368
589,370
587,371
585,372
583,372
581,373
579,374
577,374
575,372
573,373
-1,-1
577,371
578,369
581,367
583,365
585,363
587,362
589,361
591,359
593,357
595,355
597,353
599,352
601,351
603,350
605,348
607,346
609,344
611,343
613,342
615,340
617,338
619,337
621,336
623,335
625,334
627,333
629,331
631,330
633,329
635,328
637,328
639,327
641,326
643,325
645,325
647,324
649,323
651,323
653,322
655,322
657,321
659,321
661,320
663,320
665,319
667,319
669,318
671,318
673,317
675,317
677,317
679,316
681,316
683,316
685,315
687,315
689,315
691,314
693,314
695,314
697,313
699,313
701,313
703,313
705,312
707,312
709,312
711,312
713,312
715,312
717,312
719,311
721,311
723,311
725,311
727,310
729,310
731,310
733,310
735,310
737,310
739,309
741,309
743,309
745,309
747,309
749,309
751,309
753,308
755,308
757,308
759,308
761,308
763,308
765,308
767,308
769,308
771,308
773,308
775,308
777,308
-1,-1
575,376
573,376
571,376
569,377
567,377
565,376
563,375
561,375
559,376
557,376
555,376
553,377
551,377
549,377
547,378
545,378
544,378
542,378
540,378
538,379
536,379
534,379
532,379
530,379
528,380
526,380
524,380
522,380
520,380
518,381
516,381
514,381
512,381
510,382
508,382
506,382
504,382
502,383
500,383
498,383
496,384
494,384
492,384
490,384
488,385
486,385
484,385
482,386
480,386
478,387
476,387
474,387
472,388
470,388
468,389
466,389
464,390
462,391
460,391
458,392
456,393
-1,-1
577,377
577,379
577,381
576,383
576,385
575,387
575,389
575,391
575,393
575,395
575,397
575,399
575,401
575,403
575,405
575,407
575,409
575,411
575,413
575,416
575,418
575,420
576,422
576,424
576,426
576,428
576,430
577,432
577,434
577,436
577,438
578,440
578,442
578,444
579,446
579,448
580,450
580,452
581,454
581,456
582,458
581,460
582,462
582,464
583,466
584,468
584,470
585,472
586,474
587,476
588,478
589,480
589,482
590,484
591,486
592,488
593,490
594,492
595,494
597,496
599,497
601,497
603,499
605,500
607,500
609,500
611,500
613,500
615,500
617,500
619,500
621,500
623,500
625,500
627,500
629,500
631,500
633,500
635,500
637,500
639,499
641,499
643,499
645,499
647,499
649,499
651,499
653,499
655,499
657,498
659,498
662,498
664,498
666,498
668,498
670,498
672,497
674,497
676,497
678,497
680,497
682,496
683,494
685,493
687,493
-1,-1
685,496
687,496
689,496
691,495
693,494
695,494
697,494
699,494
701,494
703,494
705,494
707,493
709,493
711,493
713,493
715,493
717,493
719,492
721,492
723,492
725,492
727,492
729,491
731,491
733,491
735,491
737,491
739,491
741,490
743,490
745,490
747,490
749,490
751,489
753,489
755,489
758,489
760,489
762,489
764,489
766,489
768,489
770,488
772,488
774,488
776,488
778,488
780,488
782,488
784,488
786,488
788,488
790,488
792,488
794,488
796,488
798,488
800,488
802,488
804,488
806,488
808,488
810,488
812,488
814,488
816,488
818,488
820,487
822,487
824,487
827,487
829,487
831,487
833,487
835,487
837,486
839,486
841,486
843,486
845,486
847,485
849,485
851,484
853,484
855,483
857,482
859,482
861,481
863,479
864,477
865,475
866,473
867,471
868,469
870,467
871,465
872,463
873,461
874,459
875,457
875,455
876,453
877,450
877,448
878,446
879,444
879,442
880,440
880,438
880,436
881,434
881,432
881,430
882,428
882,426
882,424
883,422
883,420
884,418
885,416
885,414
886,412
886,410
887,408
888,406
888,404
888,402
889,400
889,398
889,396
889,394
890,392
890,390
890,387
890,385
890,383
890,381
890,379
890,377
890,375
890,373
890,371
890,369
889,367
889,365
889,363
888,361
888,359
888,357
888,355
887,353
887,351
887,349
886,347
886,345
885,343
885,341
884,339
883,337
882,335
882,333
881,331
880,329
879,327
878,325
876,323
-1,-1
719,490
717,490
715,490
713,490
711,490
709,490
707,490
705,491
703,491
701,491
699,491
697,491
695,489
693,489
691,489
689,489
687,489
685,489
683,489
681,489
679,490
677,490
675,490
673,490
671,490
669,491
667,491
665,491
663,491
661,491
659,491
657,492
654,492
652,492
650,492
648,492
646,492
644,493
642,493
640,493
638,493
636,493
634,493
632,493
630,493
628,493
626,493
624,492
622,492
620,492
618,492
616,492
614,492
612,491
610,491
608,491
606,490
604,490
602,489
600,487
598,485
597,483
596,481
595,479
594,477
593,475
592,473
594,473
596,472
598,472
600,472
602,472
604,472
606,472
608,472
610,472
612,472
614,472
616,472
618,472
620,472
622,472
624,472
627,471
629,469
631,468
633,468
-1,-1
633,471
635,471
637,471
639,471
641,470
643,470
645,470
647,470
649,470
651,469
653,469
655,469
657,469
659,468
661,468
663,468
665,468
667,467
669,467
671,467
673,466
675,466
677,466
679,465
681,465
683,465
685,465
687,465
689,464
691,464
693,464
695,464
697,464
699,464
701,463
703,463
705,463
707,463
709,462
711,462
713,462
715,462
717,462
719,461
721,461
723,461
725,461
727,461
729,461
731,460
733,460
735,460
737,460
739,460
741,459
743,459
745,459
747,459
750,459
752,459
754,458
756,458
758,458
760,458
762,458
764,457
766,457
768,457
770,457
772,456
774,456
776,456
778,456
780,456
782,456
784,455
786,455
788,455
790,455
792,454
794,454
796,454
798,454
800,453
802,453
804,453
806,453
808,452
810,452
812,452
814,452
816,451
818,451
820,451
822,451
824,450
827,450
829,450
831,450
833,449
835,449
837,449
839,449
841,448
843,448
845,448
847,448
849,448
851,448
853,447
855,447
857,447
859,447
861,447
863,446
865,446
867,445
869,444
870,442
871,440
871,438
871,436
871,434
873,432
873,430
873,428
874,426
874,424
875,422
875,420
876,418
877,416
878,414
879,412
879,410
880,408
880,406
881,404
881,402
882,400
882,398
883,396
883,394
883,392
883,390
884,387
884,385
884,383
884,381
884,379
884,377
884,375
884,373
884,371
882,371
880,371
878,371
876,371
874,371
872,371
870,371
868,371
866,371
864,371
862,371
860,371
858,371
856,371
854,371
852,371
850,371
848,371
846,371
844,371
842,371
840,371
838,371
836,371
834,371
832,371
830,371
828,372
826,372
824,372
822,372
819,372
817,372
815,371
813,371
811,371
809,371
807,372
805,372
803,372
801,372
799,372
797,372
795,372
793,372
791,373
789,373
787,373
785,373
783,373
781,373
779,373
777,374
775,374
773,374
771,374
769,374
767,375
765,375
763,375
761,375
759,375
757,375
755,376
753,376
751,376
749,376
747,376
745,376
743,376
741,377
739,377
737,377
735,377
733,377
731,377
729,378
727,378
725,378
723,378
721,379
719,379
717,379
715,379
713,379
711,380
709,380
707,380
705,381
703,381
701,381
699,381
696,382
694,382
692,382
690,382
688,382
686,383
684,383
682,383
680,383
678,383
676,383
674,383
672,384
670,384
668,384
666,384
664,384
662,384
660,384
658,384
656,385
654,385
652,385
650,385
648,385
646,385
644,385
642,385
640,385
638,385
636,385
634,386
632,386
630,386
628,386
626,386
624,386
622,386
620,387
618,387
616,387
614,387
612,387
610,388
608,388
606,388
604,388
602,388
600,388
598,389
596,389
594,389
592,389
590,389
588,389
586,389
584,389
582,388
580,387
580,385
581,383
582,381
583,379
584,381
583,383
582,385
-1,-1
582,390
582,392
582,394
582,396
582,398
582,400
582,402
582,404
582,406
582,408
582,410
582,412
582,415
582,417
582,419
582,421
582,423
583,425
583,427
583,429
583,431
583,433
584,435
584,437
584,439
584,441
585,443
585,445
586,447
586,449
587,451
587,453
588,455
589,457
589,459
589,461
591,462
593,462
595,462
597,462
600,461
602,461
604,461
606,461
608,461
610,461
612,461
614,461
616,461
618,461
620,460
622,460
624,460
626,460
628,460
630,460
632,459
634,459
636,459
638,459
640,459
642,459
644,458
646,458
648,458
650,458
652,457
654,457
656,457
658,457
660,457
662,456
664,456
666,456
668,456
670,455
672,455
674,455
676,455
678,455
680,454
682,454
684,454
686,454
688,453
690,453
692,453
694,453
696,452
698,452
700,452
702,452
704,451
706,451
708,451
710,451
712,450
714,450
716,450
718,450
720,450
722,449
724,449
726,449
728,449
730,449
732,449
734,448
736,448
738,448
740,448
742,447
745,447
747,447
749,447
751,446
753,446
755,446
757,446
759,445
761,445
763,445
765,445
767,445
769,445
771,444
773,444
775,444
777,443
779,441
781,441
783,443
785,443
787,442
789,440
791,440
793,442
795,442
797,441
799,439
801,439
803,439
805,439
807,441
809,441
811,440
813,438
815,438
817,438
819,440
821,439
823,437
826,437
828,437
830,437
832,437
834,439
836,438
838,436
839,434
841,433
843,433
845,433
847,433
849,433
851,433
853,433
855,433
857,433
859,433
861,433
863,433
865,433
867,433
869,434
-1,-1
860,435
858,435
856,435
854,435
852,435
850,435
848,437
846,438
844,438
842,438
840,438
838,438
836,436
834,434
832,434
830,434
828,434
826,434
823,434
821,435
819,435
817,435
815,435
813,435
811,435
809,436
807,436
805,436
803,436
801,436
799,436
797,436
795,437
793,437
791,437
789,437
787,437
785,437
783,438
781,438
779,438
777,438
775,438
773,439
771,439
769,439
767,439
765,439
763,440
761,440
759,440
757,440
755,440
753,441
751,441
749,441
747,441
745,441
743,442
740,442
738,442
736,442
734,442
732,443
730,443
728,443
726,443
724,443
722,444
720,444
718,444
716,444
714,444
712,445
710,445
708,445
706,445
704,446
702,446
700,446
698,446
696,446
694,447
692,447
690,447
688,447
686,447
684,448
682,448
680,448
678,448
676,449
674,449
672,449
670,449
668,449
666,450
664,450
662,450
660,450
658,450
656,451
654,451
652,451
650,451
648,451
646,452
644,452
642,452
640,452
638,452
636,452
634,453
632,453
630,453
628,453
626,453
624,453
622,453
620,454
618,456
616,457
614,457
612,457
610,457
608,457
606,457
604,457
602,457
600,457
598,457
596,457
594,457
592,457
590,455
592,455
594,455
596,455
598,454
600,454
602,454
604,454
606,454
608,454
610,454
612,454
